(2196, 474)#(474, 2498)#(2498, 1537)#(1537, 2329)#(2329, 148)#(148, 4260)#(4260, 4955)#(4955, 2124)#(2124, 111)#(111, 318)#(318, 51)#(51, 1198)#(1198, 846)
(3270, 1381)#(1381, 1072)#(1072, 3201)#(3201, 176)#(176, 70)#(70, 148)#(148, 4888)#(4888, 1315)#(1315, 1611)#(1611, 668)#(668, 3375)#(3375, 4934)#(4934, 296)#(296, 590)
(318, 3858)#(3858, 1803)#(1803, 4148)#(4148, 1183)#(1183, 1628)#(1628, 336)#(336, 539)#(539, 148)#(148, 3063)#(3063, 3931)#(3931, 2867)#(2867, 1172)
(2798, 3423)#(3423, 2624)#(2624, 1272)#(1272, 2385)#(2385, 3738)#(3738, 2045)#(2045, 3390)#(3390, 3417)#(3417, 148)#(148, 2725)#(2725, 1213)#(1213, 3908)#(3908, 3411)#(3411, 1238)
(667, 256)#(256, 354)#(354, 1042)#(1042, 1246)#(1246, 2349)#(2349, 2331)#(2331, 148)#(148, 13)#(13, 1634)#(1634, 1978)#(1978, 1400)#(1400, 51)#(51, 1172)#(1172, 2633)
(252, 582)#(582, 1268)#(1268, 2112)#(2112, 2955)#(2955, 217)#(217, 1004)#(1004, 412)#(412, 490)#(490, 3180)#(3180, 10)#(10, 148)#(148, 3075)#(3075, 449)#(449, 2365)
(2338, 523)#(523, 3126)#(3126, 2743)#(2743, 4219)#(4219, 2861)#(2861, 1081)#(1081, 480)#(480, 3029)#(3029, 3738)#(3738, 1569)#(1569, 3652)#(3652, 2908)#(2908, 3089)#(3089, 148)
(181, 3615)#(3615, 440)#(440, 523)#(523, 2419)#(2419, 2866)#(2866, 3467)#(3467, 2270)#(2270, 1417)#(1417, 4809)#(4809, 3550)#(3550, 3183)#(3183, 3089)#(3089, 148)#(148, 7)
(3064, 3021)#(3021, 4921)#(4921, 1357)#(1357, 4642)#(4642, 1164)#(1164, 1540)#(1540, 2720)#(2720, 539)#(539, 3895)#(3895, 3183)#(3183, 1317)#(1317, 148)#(148, 3917)#(3917, 296)
(2196, 2212)#(2212, 277)#(277, 256)#(256, 1837)#(1837, 430)#(430, 2611)#(2611, 711)#(711, 2634)#(2634, 4480)#(4480, 4253)#(4253, 373)#(373, 3352)#(3352, 148)#(148, 1979)
(523, 3536)#(3536, 1660)#(1660, 148)#(148, 64)#(64, 1691)#(1691, 800)#(800, 2551)#(2551, 296)#(296, 3490)#(3490, 586)#(586, 2775)#(2775, 1174)#(1174, 318)#(318, 1531)
(2611, 1246)#(1246, 1470)#(1470, 440)#(440, 2064)#(2064, 303)#(303, 2396)#(2396, 2339)#(2339, 1386)#(1386, 3520)#(3520, 380)#(380, 539)#(539, 148)#(148, 1991)#(1991, 2422)
(1100, 430)#(430, 3090)#(3090, 665)#(665, 307)#(307, 148)#(148, 2912)#(2912, 1792)#(1792, 1933)#(1933, 4881)#(4881, 318)#(318, 51)#(51, 846)#(846, 526)#(526, 2247)
(545, 3520)#(3520, 3179)#(3179, 378)#(378, 2302)#(2302, 1509)#(1509, 2579)#(2579, 4070)#(4070, 148)#(148, 4260)#(4260, 3653)#(3653, 740)#(740, 1227)#(1227, 1430)#(1430, 4756)
(2341, 2604)#(2604, 2709)#(2709, 3183)#(3183, 148)#(148, 3505)#(3505, 4948)#(4948, 1174)#(1174, 260)#(260, 1187)#(1187, 2546)#(2546, 3705)#(3705, 910)#(910, 2708)#(2708, 1202)
(1004, 1884)#(1884, 2603)#(2603, 1009)#(1009, 1638)#(1638, 3102)#(3102, 3792)#(3792, 4252)#(4252, 2219)#(2219, 3075)#(3075, 148)#(148, 2630)#(2630, 4548)#(4548, 3551)#(3551, 897)
(818, 3064)#(3064, 1626)#(1626, 208)#(208, 3173)#(3173, 2044)#(2044, 360)#(360, 380)#(380, 1072)#(1072, 219)#(219, 1811)#(1811, 2485)#(2485, 148)#(148, 2215)#(2215, 602)
(1268, 888)#(888, 3664)#(3664, 3925)#(3925, 148)#(148, 3558)#(3558, 127)#(127, 4974)#(4974, 2209)#(2209, 2490)#(2490, 4208)#(4208, 318)#(318, 3063)#(3063, 3931)#(3931, 1626)
(2056, 2346)#(2346, 1009)#(1009, 176)#(176, 2331)#(2331, 148)#(148, 573)#(573, 2266)#(2266, 3948)#(3948, 2689)#(2689, 3528)#(3528, 1592)#(1592, 4386)#(4386, 2663)#(2663, 2574)
(2499, 1753)#(1753, 3529)#(3529, 3911)#(3911, 3217)#(3217, 3928)#(3928, 3003)#(3003, 89)#(89, 755)#(755, 3214)#(3214, 337)#(337, 148)#(148, 3089)#(3089, 3877)#(3877, 3062)
(23, 148)#(148, 151)#(151, 155)#(155, 161)#(161, 219)#(219, 222)#(222, 350)#(350, 415)#(415, 220)#(220, 229)#(229, 230)#(230, 232)#(232, 236)#(236, 247)
(1937, 2258)#(2258, 2757)#(2757, 3446)#(3446, 148)#(148, 2234)#(2234, 4811)#(4811, 1670)#(1670, 4064)#(4064, 4135)#(4135, 355)#(355, 318)#(318, 4901)#(4901, 2)#(2, 3490)
(1590, 3279)#(3279, 2028)#(2028, 4276)#(4276, 1105)#(1105, 3897)#(3897, 102)#(102, 148)#(148, 3887)#(3887, 3353)#(3353, 1561)#(1561, 2490)#(2490, 343)#(343, 20)#(20, 2231)
(1537, 2789)#(2789, 2534)#(2534, 3710)#(3710, 378)#(378, 1164)#(1164, 380)#(380, 3390)#(3390, 1638)#(1638, 3102)#(3102, 4070)#(4070, 148)#(148, 4141)#(4141, 318)#(318, 846)
(3609, 3895)#(3895, 148)#(148, 2431)#(2431, 1193)#(1193, 4881)#(4881, 2775)#(2775, 2247)#(2247, 2876)#(2876, 4901)#(4901, 2489)#(2489, 1116)#(1116, 1172)#(1172, 1176)#(1176, 526)
(3536, 2861)#(2861, 2865)#(2865, 1003)#(1003, 1360)#(1360, 1539)#(1539, 4773)#(4773, 148)#(148, 3551)#(3551, 751)#(751, 3771)#(3771, 318)
(896, 888)#(888, 1211)#(1211, 1295)#(1295, 1085)#(1085, 902)#(902, 1813)#(1813, 360)#(360, 1655)#(1655, 148)#(148, 1321)#(1321, 4973)#(4973, 4586)#(4586, 2041)#(2041, 1910)
(667, 3171)#(3171, 3667)#(3667, 1837)#(1837, 2191)#(2191, 1997)#(1997, 1219)#(1219, 3536)#(3536, 3826)#(3826, 2396)#(2396, 3338)#(3338, 3352)#(3352, 997)#(997, 148)#(148, 51)
(775, 3667)#(3667, 1316)#(1316, 1872)#(1872, 30)#(30, 3126)#(3126, 1085)#(1085, 1884)#(1884, 3338)#(3338, 3084)#(3084, 1929)#(1929, 3595)#(3595, 2105)#(2105, 148)#(148, 1327)
(479, 1245)#(1245, 2617)#(2617, 1371)#(1371, 3754)#(3754, 148)#(148, 3017)#(3017, 590)#(590, 2349)#(2349, 1886)#(1886, 266)#(266, 610)#(610, 3163)#(3163, 3164)#(3164, 454)
(326, 3102)#(3102, 148)#(148, 2876)#(2876, 4881)#(4881, 4887)#(4887, 4724)#(4724, 4786)#(4786, 2914)#(2914, 3858)#(3858, 1155)#(1155, 3468)#(3468, 2489)#(2489, 4781)#(4781, 1628)
(2616, 434)#(434, 542)#(542, 551)#(551, 1276)#(1276, 2680)#(2680, 3171)#(3171, 277)#(277, 715)#(715, 3710)#(3710, 1901)#(1901, 3180)#(3180, 1569)#(1569, 3244)#(3244, 148)
(4627, 3090)#(3090, 2861)#(2861, 3364)#(3364, 3094)#(3094, 3993)#(3993, 148)#(148, 2414)#(2414, 267)#(267, 4917)#(4917, 4134)#(4134, 872)#(872, 318)#(318, 4881)#(4881, 2876)
(3778, 2605)#(2605, 1540)#(1540, 480)#(480, 3878)#(3878, 1811)#(1811, 24)#(24, 4357)#(4357, 148)#(148, 1692)#(1692, 4260)#(4260, 90)#(90, 1835)#(1835, 3420)#(3420, 3908)
(1074, 1272)#(1272, 2903)#(2903, 1638)#(1638, 148)#(148, 1173)#(1173, 3827)#(3827, 2054)#(2054, 987)#(987, 2887)#(2887, 526)#(526, 2489)#(2489, 1183)#(1183, 1312)#(1312, 2976)
(2499, 818)#(818, 3163)#(3163, 1386)#(1386, 1509)#(1509, 901)#(901, 2560)#(2560, 1569)#(1569, 2758)#(2758, 3446)#(3446, 2256)#(2256, 3448)#(3448, 2485)#(2485, 148)#(148, 3547)
(1538, 1901)#(1901, 2518)#(2518, 3897)#(3897, 3803)#(3803, 3170)#(3170, 755)#(755, 2636)#(2636, 1923)#(1923, 2256)#(2256, 148)#(148, 1893)#(1893, 2630)#(2630, 3551)#(3551, 2372)
(277, 25)#(25, 3520)#(3520, 4923)#(4923, 800)#(800, 4707)#(4707, 4013)#(4013, 3711)#(3711, 3493)#(3493, 4883)#(4883, 768)#(768, 4781)#(4781, 3858)#(3858, 2313)#(2313, 148)
(1260, 148)#(148, 4786)#(4786, 3468)#(3468, 846)#(846, 1172)#(1172, 768)#(768, 293)#(293, 2775)#(2775, 4135)#(4135, 3858)#(3858, 4901)#(4901, 4215)#(4215, 1648)#(1648, 1887)
(1626, 1084)#(1084, 1986)#(1986, 3468)#(3468, 755)#(755, 176)#(176, 216)#(216, 895)#(895, 2256)#(2256, 2331)#(2331, 2236)#(2236, 148)#(148, 2936)#(2936, 999)#(999, 2065)
(1074, 3024)#(3024, 1295)#(1295, 607)#(607, 1207)#(1207, 3911)#(3911, 1871)#(1871, 1884)#(1884, 4642)#(4642, 3616)#(3616, 1864)#(1864, 1965)#(1965, 2774)#(2774, 148)#(148, 2236)
(148, 3439)#(3439, 3961)#(3961, 2043)#(2043, 3903)#(3903, 3736)#(3736, 2912)#(2912, 3232)#(3232, 4357)#(4357, 187)#(187, 590)#(590, 2490)#(2490, 2775)#(2775, 3446)#(3446, 2623)
(1320, 1537)#(1537, 3710)#(3710, 1081)#(1081, 373)#(373, 3390)#(3390, 1638)#(1638, 2045)#(2045, 1633)#(1633, 2256)#(2256, 4070)#(4070, 827)#(827, 148)#(148, 3917)#(3917, 2589)
(2311, 2345)#(2345, 1541)#(1541, 1231)#(1231, 1878)#(1878, 2579)#(2579, 3417)#(3417, 3162)#(3162, 148)#(148, 2055)#(2055, 2978)#(2978, 4866)#(4866, 817)#(817, 2775)#(2775, 296)
(1375, 2422)#(2422, 3820)#(3820, 1187)#(1187, 3616)#(3616, 1365)#(1365, 433)#(433, 1775)#(1775, 2923)#(2923, 4270)#(4270, 1295)#(1295, 1873)#(1873, 2234)#(2234, 3685)#(3685, 148)
(217, 607)#(607, 3529)#(3529, 3217)#(3217, 3016)#(3016, 2722)#(2722, 3895)#(3895, 3916)#(3916, 148)#(148, 1005)#(1005, 3961)#(3961, 2876)#(2876, 4135)#(4135, 1172)#(1172, 1176)
(3610, 1583)#(1583, 4921)#(4921, 1164)#(1164, 3179)#(3179, 427)#(427, 2058)#(2058, 2906)#(2906, 2950)#(2950, 926)#(926, 4408)#(4408, 3547)#(3547, 148)#(148, 506)#(506, 3905)
(3911, 3270)#(3270, 1406)#(1406, 2341)#(2341, 1459)#(1459, 2316)#(2316, 3893)#(3893, 148)#(148, 1893)#(1893, 2340)#(2340, 3703)#(3703, 1106)#(1106, 2775)#(2775, 2876)#(2876, 2489)
(148, 1162)#(1162, 1567)#(1567, 1664)#(1664, 37)#(37, 790)#(790, 605)#(605, 795)#(795, 1432)#(1432, 704)#(704, 33)#(33, 732)#(732, 877)#(877, 7)#(7, 507)
(795, 1591)#(1591, 2191)#(2191, 2825)#(2825, 1270)#(1270, 2656)#(2656, 208)#(208, 176)#(176, 3102)#(3102, 3792)#(3792, 920)#(920, 70)#(70, 148)#(148, 3877)#(3877, 318)
(1211, 2419)#(2419, 3064)#(3064, 560)#(560, 249)#(249, 3170)#(3170, 3352)#(3352, 148)#(148, 4731)#(4731, 2365)#(2365, 3353)#(3353, 3164)#(3164, 3929)#(3929, 2247)#(2247, 4881)
(2, 6)#(6, 11)#(11, 18)#(18, 22)#(22, 26)#(26, 33)#(33, 37)#(37, 63)#(63, 35)#(35, 40)#(40, 145)#(145, 148)#(148, 151)#(151, 154)
(3402, 1011)#(1011, 3529)#(3529, 3217)#(3217, 1884)#(1884, 908)#(908, 3657)#(3657, 427)#(427, 2316)#(2316, 3417)#(3417, 2908)#(2908, 3895)#(3895, 2780)#(2780, 492)#(492, 148)
(176, 1568)#(1568, 3324)#(3324, 2589)#(2589, 148)#(148, 3908)#(3908, 1944)#(1944, 3191)#(3191, 318)#(318, 4881)#(4881, 2242)#(2242, 2489)#(2489, 4135)#(4135, 526)#(526, 2775)
(1711, 4037)#(4037, 2757)#(2757, 148)#(148, 2377)#(2377, 657)#(657, 3907)#(3907, 1761)#(1761, 51)#(51, 296)#(296, 590)#(590, 479)#(479, 318)#(318, 151)#(151, 586)
(2024, 19)#(19, 3201)#(3201, 148)#(148, 4637)#(4637, 938)#(938, 392)#(392, 318)#(318, 890)#(890, 740)#(740, 51)#(51, 293)#(293, 1078)#(1078, 590)#(590, 2489)
(514, 2641)#(2641, 307)#(307, 148)#(148, 3598)#(3598, 3166)#(3166, 3031)#(3031, 164)#(164, 361)#(361, 4881)#(4881, 2775)#(2775, 605)#(605, 3858)#(3858, 306)#(306, 2247)
(1375, 2923)#(2923, 19)#(19, 148)#(148, 2744)#(2744, 2307)#(2307, 3732)#(3732, 1651)#(1651, 2041)#(2041, 2300)#(2300, 3827)#(3827, 2301)#(2301, 3184)#(3184, 3447)#(3447, 4794)
(2218, 2534)#(2534, 2349)#(2349, 2056)#(2056, 3364)#(3364, 2302)#(2302, 3895)#(3895, 148)#(148, 1893)#(1893, 2630)#(2630, 1332)#(1332, 3062)#(3062, 239)#(239, 2365)#(2365, 3771)
(2789, 3179)#(3179, 3928)#(3928, 427)#(427, 3214)#(3214, 148)#(148, 492)#(492, 2340)#(2340, 501)#(501, 4532)#(4532, 2431)#(2431, 1814)#(1814, 685)#(685, 296)#(296, 355)
(4480, 1016)#(1016, 1236)#(1236, 326)#(326, 2277)#(2277, 2922)#(2922, 480)#(480, 3029)#(3029, 89)#(89, 1569)#(1569, 1811)#(1811, 13)#(13, 148)#(148, 2936)#(2936, 33)
(5, 11)#(11, 17)#(17, 33)#(33, 59)#(59, 142)#(142, 578)#(578, 35)#(35, 40)#(40, 145)#(145, 148)#(148, 155)#(155, 162)#(162, 216)#(216, 219)
(454, 3927)#(3927, 440)#(440, 2624)#(2624, 1084)#(1084, 80)#(80, 1072)#(1072, 901)#(901, 148)#(148, 4548)#(4548, 501)#(501, 3978)#(3978, 170)#(170, 354)#(354, 2870)
(148, 2483)#(2483, 971)#(971, 2002)#(2002, 3425)#(3425, 4297)#(4297, 4454)#(4454, 2490)#(2490, 1494)#(1494, 585)#(585, 1016)#(1016, 2999)#(2999, 4881)#(4881, 30)#(30, 2209)
(954, 1801)#(1801, 501)#(501, 4807)#(4807, 374)#(374, 4148)#(4148, 4659)#(4659, 2612)#(2612, 148)
(1026, 1470)#(1470, 3773)#(3773, 2499)#(2499, 818)#(818, 307)#(307, 2603)#(2603, 1711)#(1711, 204)#(204, 480)#(480, 2385)#(2385, 2720)#(2720, 4357)#(4357, 920)#(920, 148)
(2798, 1345)#(1345, 2624)#(2624, 3064)#(3064, 1541)#(1541, 1379)#(1379, 1624)#(1624, 1072)#(1072, 3214)#(3214, 148)#(148, 3175)#(3175, 1423)#(1423, 3165)#(3165, 2305)#(2305, 4881)
(59, 35)#(35, 40)#(40, 49)#(49, 51)#(51, 148)#(148, 151)#(151, 154)#(154, 162)#(162, 166)#(166, 172)#(172, 173)#(173, 252)#(252, 254)#(254, 272)
(3217, 412)#(412, 2327)#(2327, 3170)#(3170, 3792)#(3792, 70)#(70, 148)#(148, 2630)#(2630, 1332)#(1332, 999)#(999, 4530)#(4530, 515)#(515, 1106)#(1106, 4467)#(4467, 846)
(332, 277)#(277, 1013)#(1013, 2345)#(2345, 1200)#(1200, 1871)#(1871, 2937)#(2937, 148)#(148, 1226)#(1226, 1561)#(1561, 910)#(910, 1206)#(1206, 540)#(540, 1177)#(1177, 909)
(261, 3171)#(3171, 1152)#(1152, 2064)#(2064, 3467)#(3467, 3217)#(3217, 755)#(755, 1811)#(1811, 2331)#(2331, 3792)#(3792, 2999)#(2999, 148)#(148, 2386)#(2386, 3391)#(3391, 4900)
(148, 1678)#(1678, 51)#(51, 1172)#(1172, 2876)#(2876, 2489)#(2489, 4135)#(4135, 2775)#(2775, 2247)#(2247, 2512)#(2512, 1628)#(1628, 4786)#(4786, 1716)#(1716, 4901)#(4901, 889)
(1732, 2206)#(2206, 3423)#(3423, 1074)#(1074, 1165)#(1165, 1295)#(1295, 3710)#(3710, 480)#(480, 3390)#(3390, 1569)#(1569, 2229)#(2229, 2236)#(2236, 148)#(148, 2936)#(2936, 1213)
(3233, 412)#(412, 3738)#(3738, 3779)#(3779, 148)#(148, 1472)#(1472, 1893)#(1893, 3887)#(3887, 1446)#(1446, 3407)#(3407, 51)#(51, 526)#(526, 2876)#(2876, 1190)#(1190, 2775)
(2498, 3773)#(3773, 1590)#(1590, 326)#(326, 3778)#(3778, 1660)#(1660, 136)#(136, 1541)#(1541, 4355)#(4355, 412)#(412, 176)#(176, 148)#(148, 4933)#(4933, 2723)#(2723, 2876)
(1470, 2459)#(2459, 2641)#(2641, 2338)#(2338, 1074)#(1074, 530)#(530, 3217)#(3217, 1009)#(1009, 2604)#(2604, 373)#(373, 4923)#(4923, 2722)#(2722, 997)#(997, 3075)#(3075, 148)
(111, 148)#(148, 1172)#(1172, 1245)#(1245, 136)#(136, 479)#(479, 2616)#(2616, 3928)#(3928, 3931)#(3931, 3932)#(3932, 3897)#(3897, 3493)#(3493, 3742)#(3742, 3468)#(3468, 3667)
(1312, 1940)#(1940, 837)#(837, 3616)#(3616, 3446)#(3446, 3214)#(3214, 148)#(148, 1353)#(1353, 3591)#(3591, 318)#(318, 846)#(846, 51)#(51, 1198)#(1198, 1172)#(1172, 1574)
(2825, 3423)#(3423, 2206)#(2206, 1236)#(1236, 531)#(531, 2346)#(2346, 1317)#(1317, 3390)#(3390, 148)#(148, 2843)#(2843, 2431)#(2431, 2307)#(2307, 2469)#(2469, 4722)#(4722, 590)
(1930, 2186)#(2186, 1599)#(1599, 2313)#(2313, 2558)#(2558, 542)#(542, 1184)#(1184, 347)#(347, 1352)#(1352, 656)#(656, 2220)#(2220, 1619)#(1619, 1224)#(1224, 148)#(148, 1188)
(1443, 2523)#(2523, 1732)#(1732, 1074)#(1074, 412)#(412, 539)#(539, 418)#(418, 24)#(24, 1566)#(1566, 148)#(148, 2725)#(2725, 541)#(541, 2187)#(2187, 1703)#(1703, 2197)
(148, 1078)#(1078, 1567)#(1567, 1582)#(1582, 1710)#(1710, 2546)#(2546, 1992)#(1992, 2788)#(2788, 3027)#(3027, 846)#(846, 890)#(890, 909)#(909, 112)#(112, 526)#(526, 605)
(4883, 3301)#(3301, 1272)#(1272, 378)#(378, 3446)#(3446, 148)#(148, 2867)#(2867, 2036)#(2036, 4012)#(4012, 1944)#(1944, 4695)#(4695, 910)#(910, 4903)#(4903, 1795)#(1795, 768)
(3529, 2789)#(2789, 4547)#(4547, 1540)#(1540, 3895)#(3895, 148)#(148, 2423)#(2423, 4357)#(4357, 3890)#(3890, 4922)#(4922, 4934)#(4934, 3063)#(3063, 2627)#(2627, 1675)#(1675, 1483)
(11, 17)#(17, 33)#(33, 66)#(66, 71)#(71, 96)#(96, 148)#(148, 151)#(151, 154)#(154, 158)#(158, 217)#(217, 343)#(343, 412)#(412, 419)#(419, 589)
(1084, 490)#(490, 2346)#(2346, 1386)#(1386, 1081)#(1081, 1067)#(1067, 1877)#(1877, 2105)#(2105, 1874)#(1874, 3446)#(3446, 912)#(912, 1875)#(1875, 2516)#(2516, 2999)#(2999, 148)
(11, 33)#(33, 71)#(71, 142)#(142, 35)#(35, 146)#(146, 148)#(148, 154)#(154, 217)#(217, 219)#(219, 223)#(223, 343)#(343, 348)#(348, 412)#(412, 417)
(1929, 1923)#(1923, 1722)#(1722, 2060)#(2060, 1566)#(1566, 2910)#(2910, 751)#(751, 148)#(148, 2906)#(2906, 1472)#(1472, 2561)#(2561, 3166)#(3166, 296)#(296, 1070)#(1070, 2546)
(440, 1011)#(1011, 2004)#(2004, 1932)#(1932, 1813)#(1813, 427)#(427, 148)#(148, 3950)#(3950, 1792)#(1792, 3166)#(3166, 1246)#(1246, 3826)#(3826, 296)#(296, 355)#(355, 590)
(1320, 1295)#(1295, 3301)#(3301, 66)#(66, 3183)#(3183, 148)#(148, 1204)#(1204, 2689)#(2689, 1230)#(1230, 4164)#(4164, 1887)#(1887, 440)#(440, 296)#(296, 223)#(223, 1675)
(1026, 1840)#(1840, 1345)#(1345, 1732)#(1732, 2001)#(2001, 3089)#(3089, 148)#(148, 2867)#(2867, 1005)#(1005, 1691)#(1691, 2214)#(2214, 318)#(318, 846)#(846, 51)#(51, 526)
(2284, 1626)#(1626, 733)#(733, 3520)#(3520, 480)#(480, 1569)#(1569, 1633)#(1633, 2001)#(2001, 4070)#(4070, 148)#(148, 1106)#(1106, 3915)#(3915, 4922)#(4922, 2490)#(2490, 3446)
(607, 1236)#(1236, 1538)#(1538, 3189)#(3189, 2327)#(2327, 3170)#(3170, 3201)#(3201, 3352)#(3352, 3390)#(3390, 3183)#(3183, 2236)#(2236, 148)#(148, 1893)#(1893, 290)#(290, 2322)
(20, 343)#(343, 409)#(409, 412)#(412, 585)#(585, 23)#(23, 24)#(24, 35)#(35, 40)#(40, 111)#(111, 123)#(123, 146)#(146, 148)#(148, 154)#(154, 158)
(3092, 1257)#(1257, 341)#(341, 344)#(344, 656)#(656, 1686)#(1686, 354)#(354, 1521)#(1521, 1997)#(1997, 3536)#(3536, 3664)#(3664, 1272)#(1272, 148)#(148, 267)#(267, 2630)
(1187, 1078)#(1078, 148)#(148, 1245)#(1245, 1172)#(1172, 3934)#(3934, 363)#(363, 800)#(800, 1842)#(1842, 111)#(111, 1910)#(1910, 727)#(727, 2588)#(2588, 4903)#(4903, 376)
(530, 3024)#(3024, 1459)#(1459, 1874)#(1874, 3779)#(3779, 1317)#(1317, 148)#(148, 4866)#(4866, 4163)#(4163, 4129)#(4129, 318)#(318, 846)#(846, 51)#(51, 526)#(526, 898)
(3179, 2328)#(2328, 3916)#(3916, 148)#(148, 3877)#(3877, 3353)#(3353, 1627)#(1627, 2272)#(2272, 4628)#(4628, 355)#(355, 1198)#(1198, 846)#(846, 1942)#(1942, 3490)
(2013, 1084)#(1084, 1655)#(1655, 1072)#(1072, 3084)#(3084, 2720)#(2720, 148)#(148, 2372)#(2372, 3185)#(3185, 2187)#(2187, 2710)#(2710, 1944)#(1944, 4238)#(4238, 2876)#(2876, 740)
(2006, 4230)#(4230, 3179)#(3179, 1965)#(1965, 3003)#(3003, 4037)#(4037, 3616)#(3616, 3652)#(3652, 2052)#(2052, 3446)#(3446, 2331)#(2331, 148)#(148, 219)#(219, 4260)#(4260, 3187)
(551, 1368)#(1368, 2086)#(2086, 2523)#(2523, 3279)#(3279, 3352)#(3352, 698)#(698, 1633)#(1633, 2907)#(2907, 148)#(148, 3089)#(3089, 3244)#(3244, 3993)#(3993, 3551)#(3551, 2867)
(1531, 1176)#(1176, 1081)#(1081, 846)#(846, 3072)#(3072, 3924)#(3924, 148)#(148, 453)#(453, 1329)#(1329, 1535)#(1535, 2489)#(2489, 1947)#(1947, 1363)#(1363, 2271)#(2271, 1828)
(148, 1245)#(1245, 1335)#(1335, 2548)#(2548, 555)#(555, 971)#(971, 2983)#(2983, 3338)#(3338, 29)#(29, 605)#(605, 749)#(749, 2087)#(2087, 2775)#(2775, 51)#(51, 333)
(1881, 2270)#(2270, 1211)#(1211, 818)#(818, 1830)#(1830, 1537)#(1537, 2312)#(2312, 2015)#(2015, 1386)#(1386, 3520)#(3520, 2316)#(2316, 148)#(148, 2215)#(2215, 1017)#(1017, 1353)
(427, 148)#(148, 2859)#(2859, 49)#(49, 51)#(51, 526)#(526, 1567)#(1567, 4786)#(4786, 4903)#(4903, 4215)#(4215, 111)#(111, 3490)#(3490, 4171)#(4171, 355)#(355, 296)
(2, 27)#(27, 37)#(37, 63)#(63, 141)#(141, 142)#(142, 35)#(35, 40)#(40, 148)#(148, 151)#(151, 160)#(160, 217)#(217, 219)#(219, 222)#(222, 223)
(7, 11)#(11, 12)#(12, 17)#(17, 101)#(101, 23)#(23, 40)#(40, 111)#(111, 145)#(145, 148)#(148, 151)#(151, 161)#(161, 162)#(162, 166)#(166, 169)
(111, 148)#(148, 151)#(151, 154)#(154, 161)#(161, 162)#(162, 223)#(223, 225)#(225, 230)#(230, 343)#(343, 417)#(417, 426)#(426, 430)#(430, 433)#(433, 434)
(1664, 715)#(715, 3908)#(3908, 4050)#(4050, 3180)#(3180, 148)#(148, 906)#(906, 1544)#(1544, 2688)#(2688, 355)#(355, 1648)#(1648, 1947)#(1947, 2646)#(2646, 2775)#(2775, 1880)
(1167, 326)#(326, 1409)#(1409, 412)#(412, 3721)#(3721, 2346)#(2346, 3170)#(3170, 1539)#(1539, 148)#(148, 267)#(267, 4888)#(4888, 2002)#(2002, 2635)#(2635, 4637)#(4637, 1116)
(20, 45)#(45, 48)#(48, 111)#(111, 148)#(148, 149)#(149, 151)#(151, 166)#(166, 169)#(169, 173)#(173, 176)#(176, 189)#(189, 231)#(231, 249)#(249, 256)
(4270, 1345)#(1345, 2624)#(2624, 3610)#(3610, 1003)#(1003, 2296)#(2296, 3179)#(3179, 204)#(204, 2385)#(2385, 3170)#(3170, 1568)#(1568, 3352)#(3352, 148)#(148, 3993)#(3993, 1491)
(2721, 1276)#(1276, 2618)#(2618, 1924)#(1924, 1913)#(1913, 181)#(181, 3216)#(3216, 789)#(789, 61)#(61, 148)#(148, 4888)#(4888, 2197)#(2197, 4586)#(4586, 2041)#(2041, 64)
(2489, 2876)#(2876, 2247)#(2247, 1947)#(1947, 296)#(296, 3490)#(3490, 1070)#(1070, 3920)#(3920, 3943)#(3943, 605)#(605, 1628)#(1628, 4804)#(4804, 148)#(148, 2447)#(2447, 2321)
(326, 4230)#(4230, 2396)#(2396, 545)#(545, 2329)#(2329, 2331)#(2331, 2219)#(2219, 148)#(148, 2936)#(2936, 3062)#(3062, 4123)#(4123, 1872)#(1872, 2338)#(2338, 954)#(954, 1011)
(2334, 3774)#(3774, 4428)#(4428, 355)#(355, 439)#(439, 2212)#(2212, 1880)#(1880, 3618)#(3618, 112)#(112, 148)#(148, 3362)#(3362, 4467)#(4467, 1107)#(1107, 2775)#(2775, 3666)
(2922, 3173)#(3173, 1730)#(1730, 1542)#(1542, 381)#(381, 2320)#(2320, 2722)#(2722, 427)#(427, 1972)#(1972, 70)#(70, 2219)#(2219, 3993)#(3993, 3089)#(3089, 148)#(148, 318)
(2311, 171)#(171, 2231)#(2231, 148)#(148, 331)#(331, 3961)#(3961, 1344)#(1344, 2589)#(2589, 3908)#(3908, 3882)#(3882, 4881)#(4881, 740)#(740, 318)#(318, 3201)#(3201, 2775)
(332, 775)#(775, 2196)#(2196, 1316)#(1316, 3172)#(3172, 474)#(474, 2788)#(2788, 1983)#(1983, 1164)#(1164, 4798)#(4798, 148)#(148, 2423)#(2423, 4357)#(4357, 4260)#(4260, 1446)
(1244, 3610)#(3610, 4921)#(4921, 3016)#(3016, 534)#(534, 1540)#(1540, 2976)#(2976, 3893)#(3893, 3183)#(3183, 3993)#(3993, 148)#(148, 2589)#(2589, 1188)#(1188, 2033)#(2033, 2294)
(1660, 3467)#(3467, 4782)#(4782, 3609)#(3609, 1542)#(1542, 176)#(176, 3446)#(3446, 3183)#(3183, 148)#(148, 4260)#(4260, 3915)#(3915, 3868)#(3868, 4582)#(4582, 2551)#(2551, 2876)
